Occurence,Temperature,Salinity
1,11.4364912584305,35.6392763015827
1,11.7569085035324,35.6392763015827
1,12.0773257486343,35.6392763015827
1,12.3977429937363,35.6392763015827
1,12.7181602388382,35.6392763015827
1,13.0385774839401,35.6392763015827
1,13.679411974144,35.6392763015827
1,14.6406637094498,35.6392763015827
1,4.70772911128998,35.276650575757
1,5.02814635639191,35.276650575757
1,5.98939809169769,35.276650575757
1,6.30981533679962,35.276650575757
1,6.63023258190155,35.276650575757
1,6.95064982700348,35.276650575757
1,7.27106707210541,35.276650575757
1,7.59148431720734,35.276650575757
1,8.23231880741119,35.276650575757
1,8.55273605251312,35.276650575757
1,8.87315329761505,35.276650575757
1,9.19357054271698,35.276650575757
1,9.51398778781891,35.276650575757
1,9.83440503292084,35.276650575757
1,10.1548222780228,35.276650575757
1,10.4752395231247,35.276650575757
1,10.7956567682266,35.276650575757
1,11.1160740133286,35.276650575757
1,11.4364912584305,35.276650575757
1,11.7569085035324,35.276650575757
1,12.0773257486343,35.276650575757
1,12.3977429937363,35.276650575757
1,12.7181602388382,35.276650575757
1,0.542304924964905,34.9140248499314
1,0.862722170066833,34.9140248499314
1,1.50355666027069,34.9140248499314
1,2.14439115047455,34.9140248499314
1,2.46480839557648,34.9140248499314
1,2.78522564067841,34.9140248499314
1,3.10564288578033,34.9140248499314
1,3.42606013088226,34.9140248499314
1,3.74647737598419,34.9140248499314
1,4.06689462108612,34.9140248499314
1,4.38731186618805,34.9140248499314
1,4.70772911128998,34.9140248499314
1,5.02814635639191,34.9140248499314
1,5.34856360149383,34.9140248499314
1,5.66898084659576,34.9140248499314
1,5.98939809169769,34.9140248499314
1,6.30981533679962,34.9140248499314
1,6.63023258190155,34.9140248499314
1,6.95064982700348,34.9140248499314
1,7.27106707210541,34.9140248499314
1,7.59148431720734,34.9140248499314
1,7.91190156230926,34.9140248499314
1,8.23231880741119,34.9140248499314
1,8.55273605251312,34.9140248499314
1,8.87315329761505,34.9140248499314
1,9.19357054271698,34.9140248499314
1,9.51398778781891,34.9140248499314
1,9.83440503292084,34.9140248499314
1,10.1548222780228,34.9140248499314
1,10.4752395231247,34.9140248499314
1,10.7956567682266,34.9140248499314
1,11.1160740133286,34.9140248499314
1,11.4364912584305,34.9140248499314
1,11.7569085035324,34.9140248499314
1,12.0773257486343,34.9140248499314
1,12.3977429937363,34.9140248499314
1,12.7181602388382,34.9140248499314
1,13.0385774839401,34.9140248499314
1,-0.0985295652389528,34.5513991241058
1,0.221887679862976,34.5513991241058
1,0.542304924964905,34.5513991241058
1,0.862722170066833,34.5513991241058
1,1.18313941516876,34.5513991241058
1,2.46480839557648,34.5513991241058
1,2.78522564067841,34.5513991241058
1,3.10564288578033,34.5513991241058
1,3.42606013088226,34.5513991241058
1,3.74647737598419,34.5513991241058
1,4.06689462108612,34.5513991241058
1,4.38731186618805,34.5513991241058
1,4.70772911128998,34.5513991241058
1,5.98939809169769,34.5513991241058
1,6.30981533679962,34.5513991241058
1,6.63023258190155,34.5513991241058
1,6.95064982700348,34.5513991241058
1,7.27106707210541,34.5513991241058
1,7.59148431720734,34.5513991241058
1,7.91190156230926,34.5513991241058
1,8.23231880741119,34.5513991241058
1,8.55273605251312,34.5513991241058
1,8.87315329761505,34.5513991241058
1,9.19357054271698,34.5513991241058
1,9.51398778781891,34.5513991241058
1,9.83440503292084,34.5513991241058
1,10.1548222780228,34.5513991241058
1,10.4752395231247,34.5513991241058
1,10.7956567682266,34.5513991241058
1,11.1160740133286,34.5513991241058
1,11.4364912584305,34.5513991241058
1,11.7569085035324,34.5513991241058
1,12.0773257486343,34.5513991241058
1,12.3977429937363,34.5513991241058
1,12.7181602388382,34.5513991241058
1,13.0385774839401,34.5513991241058
1,13.3589947290421,34.5513991241058
1,-0.73936405544281,34.1887733982801
1,-0.418946810340881,34.1887733982801
1,2.14439115047455,34.1887733982801
1,2.46480839557648,34.1887733982801
1,2.78522564067841,34.1887733982801
1,3.10564288578033,34.1887733982801
1,3.42606013088226,34.1887733982801
1,3.74647737598419,34.1887733982801
1,4.06689462108612,34.1887733982801
1,4.38731186618805,34.1887733982801
1,4.70772911128998,34.1887733982801
1,5.02814635639191,34.1887733982801
1,5.34856360149383,34.1887733982801
1,7.27106707210541,34.1887733982801
1,7.91190156230926,34.1887733982801
1,8.23231880741119,34.1887733982801
1,8.55273605251312,34.1887733982801
1,8.87315329761505,34.1887733982801
1,9.19357054271698,34.1887733982801
1,9.51398778781891,34.1887733982801
1,9.83440503292084,34.1887733982801
1,10.1548222780228,34.1887733982801
1,10.4752395231247,34.1887733982801
1,10.7956567682266,34.1887733982801
1,11.1160740133286,34.1887733982801
1,11.4364912584305,34.1887733982801
1,11.7569085035324,34.1887733982801
1,12.0773257486343,34.1887733982801
1,12.3977429937363,34.1887733982801
1,1.18313941516876,33.8261476724545
1,1.50355666027069,33.8261476724545
1,1.82397390537262,33.8261476724545
1,2.14439115047455,33.8261476724545
1,2.46480839557648,33.8261476724545
1,2.78522564067841,33.8261476724545
1,3.10564288578033,33.8261476724545
1,3.42606013088226,33.8261476724545
1,6.30981533679962,33.8261476724545
1,6.63023258190155,33.8261476724545
1,6.95064982700348,33.8261476724545
1,7.27106707210541,33.8261476724545
1,7.91190156230926,33.8261476724545
1,8.23231880741119,33.8261476724545
1,8.55273605251312,33.8261476724545
1,8.87315329761505,33.8261476724545
1,9.19357054271698,33.8261476724545
1,9.51398778781891,33.8261476724545
1,9.83440503292084,33.8261476724545
1,10.1548222780228,33.8261476724545
1,10.4752395231247,33.8261476724545
1,10.7956567682266,33.8261476724545
1,11.1160740133286,33.8261476724545
1,11.4364912584305,33.8261476724545
1,11.7569085035324,33.8261476724545
1,12.0773257486343,33.8261476724545
1,12.3977429937363,33.8261476724545
1,-0.0985295652389528,33.4635219466289
1,0.221887679862976,33.4635219466289
1,0.542304924964905,33.4635219466289
1,0.862722170066833,33.4635219466289
1,1.18313941516876,33.4635219466289
1,1.50355666027069,33.4635219466289
1,1.82397390537262,33.4635219466289
1,2.14439115047455,33.4635219466289
1,2.46480839557648,33.4635219466289
1,2.78522564067841,33.4635219466289
1,3.10564288578033,33.4635219466289
1,3.42606013088226,33.4635219466289
1,3.74647737598419,33.4635219466289
1,4.06689462108612,33.4635219466289
1,4.38731186618805,33.4635219466289
1,4.70772911128998,33.4635219466289
1,5.02814635639191,33.4635219466289
1,5.34856360149383,33.4635219466289
1,5.66898084659576,33.4635219466289
1,5.98939809169769,33.4635219466289
1,6.30981533679962,33.4635219466289
1,6.63023258190155,33.4635219466289
1,6.95064982700348,33.4635219466289
1,7.91190156230926,33.4635219466289
1,8.23231880741119,33.4635219466289
1,8.55273605251312,33.4635219466289
1,8.87315329761505,33.4635219466289
1,9.19357054271698,33.4635219466289
1,9.51398778781891,33.4635219466289
1,9.83440503292084,33.4635219466289
1,10.1548222780228,33.4635219466289
1,10.4752395231247,33.4635219466289
1,10.7956567682266,33.4635219466289
1,11.1160740133286,33.4635219466289
1,11.4364912584305,33.4635219466289
1,11.7569085035324,33.4635219466289
1,12.0773257486343,33.4635219466289
1,12.3977429937363,33.4635219466289
1,-0.73936405544281,33.1008962208033
1,-0.0985295652389528,33.1008962208033
1,0.221887679862976,33.1008962208033
1,0.542304924964905,33.1008962208033
1,0.862722170066833,33.1008962208033
1,1.18313941516876,33.1008962208033
1,1.50355666027069,33.1008962208033
1,1.82397390537262,33.1008962208033
1,2.14439115047455,33.1008962208033
1,2.46480839557648,33.1008962208033
1,2.78522564067841,33.1008962208033
1,3.10564288578033,33.1008962208033
1,3.42606013088226,33.1008962208033
1,3.74647737598419,33.1008962208033
1,4.06689462108612,33.1008962208033
1,4.38731186618805,33.1008962208033
1,4.70772911128998,33.1008962208033
